Prefix	DIV	BioProject	BioSample	Organism	# of Contigs	Total length of Contigs, b	Has annotated Contigs	# of Scaffolds	Scaffolds range	Has annotated Scaffolds	# of Proteins	Genome range	Update date	Create date	Status
JCWS01	BCT	PRJNA217757	SAMN02339970	STAPHYLOCOCCUS AUREUS M0766	75	2878722	yes	71	KI992360:KI992430	no	2735		2014-02-04 00:00:00	2014-02-04 00:00:00	1
JCVJ01	BCT	PRJNA217166	SAMN02334690	STAPHYLOCOCCUS AUREUS M1087	41	2853868	yes	40	KI990693:KI990732	no	2677		2014-02-04 00:00:00	2014-02-04 00:00:00	1
JCVO01	BCT	PRJNA217171	SAMN02334695	STAPHYLOCOCCUS AUREUS M1094	76	2884688	yes	71	KI990946:KI991016	no	2742		2014-02-04 00:00:00	2014-02-04 00:00:00	1
JCTP01	BCT	PRJNA217106	SAMN02334630	STAPHYLOCOCCUS AUREUS M0997	73	2872409	yes	72	KI988301:KI988372	no	2691		2014-02-04 00:00:00	2014-02-04 00:00:00	1
JCST01	BCT	PRJNA216892	SAMN02325843	STAPHYLOCOCCUS AUREUS M0957	32	2827653	yes	29	KI987296:KI987324	no	2627		2014-02-04 00:00:00	2014-02-04 00:00:00	1
JDDJ01	BCT	PRJNA217127	SAMN02334651	STAPHYLOCOCCUS AUREUS M1028	65	2932302	yes	0		no	2750		2014-02-03 00:00:00	2014-02-03 00:00:00	1
JDDN01	BCT	PRJNA217142	SAMN02334666	STAPHYLOCOCCUS AUREUS M1051	84	2929703	yes	0		no	2776		2014-02-03 00:00:00	2014-02-03 00:00:00	1
JDCR01	BCT	PRJNA216829	SAMN02325780	STAPHYLOCOCCUS AUREUS M0882	16	2858892	yes	0		no	2642		2014-02-03 00:00:00	2014-02-03 00:00:00	1
JDAV01	BCT	PRJNA221421	SAMN02364014	STAPHYLOCOCCUS AUREUS M1491	14	2849198	yes	13	KI997194:KI997206	no	2643		2014-02-04 00:00:00	2014-02-04 00:00:00	1
JDAY01	BCT	PRJNA221426	SAMN02364019	STAPHYLOCOCCUS AUREUS M1497	54	2899672	yes	52	KI997273:KI997324	no	2730		2014-02-04 00:00:00	2014-02-04 00:00:00	1
JDAD01	BCT	PRJNA221394	SAMN02363987	STAPHYLOCOCCUS AUREUS M1352	17	2829325	yes	16	KI996364:KI996379	no	2590		2014-02-04 00:00:00	2014-02-04 00:00:00	1
JCYL01	BCT	PRJNA218420	SAMN02350599	STAPHYLOCOCCUS AUREUS M1429	20	2856079	yes	18	KI994271:KI994288	no	2646		2014-02-04 00:00:00	2014-02-04 00:00:00	1
JCZF01	BCT	PRJNA218440	SAMN02350619	STAPHYLOCOCCUS AUREUS M1454	58	2858424	yes	55	KI995213:KI995267	no	2692		2014-02-04 00:00:00	2014-02-04 00:00:00	1
JDHI01	BCT	PRJNA224329	SAMN02383619	STAPHYLOCOCCUS AUREUS W31852	54	2820208	yes	53	KK021289:KK021341	no	2646		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDFB01	BCT	PRJNA221473	SAMN02364066	STAPHYLOCOCCUS AUREUS M1554	13	2863207	yes	0		no	2651		2014-02-03 00:00:00	2014-02-03 00:00:00	1
JDFU02	BCT	PRJNA236340	SAMN02678201	ESCHERICHIA COLI E1140	11	5111617	yes	0		no	4598		2014-10-22 00:00:00	2014-07-02 00:00:00	1
JDGC01	BCT	PRJNA224348	SAMN02383638	STAPHYLOCOCCUS AUREUS T59609	20	2840672	yes	0		no	2638		2014-02-05 00:00:00	2014-02-05 00:00:00	1
JDGD01	BCT	PRJNA224360	SAMN02383650	STAPHYLOCOCCUS AUREUS M16486	37	2841903	yes	0		no	2647		2014-02-05 00:00:00	2014-02-05 00:00:00	1
JDET01	BCT	PRJNA221447	SAMN02364040	STAPHYLOCOCCUS AUREUS M1522	75	2862113	yes	0		no	2680		2014-02-03 00:00:00	2014-02-03 00:00:00	1
JDEY01	BCT	PRJNA221466	SAMN02364059	STAPHYLOCOCCUS AUREUS M1547	50	2837476	yes	0		no	2656		2014-02-03 00:00:00	2014-02-03 00:00:00	1
JDDE01	BCT	PRJNA217103	SAMN02334627	STAPHYLOCOCCUS AUREUS M0992	38	2905099	yes	0		no	2744		2014-02-03 00:00:00	2014-02-03 00:00:00	1
JDNA01	BCT	PRJNA224499	SAMN02383788	STAPHYLOCOCCUS AUREUS F92753	74	2833175	yes	71	KK027763:KK027833	no	2661		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDJA01	BCT	PRJNA224383	SAMN02383672	STAPHYLOCOCCUS AUREUS M67290	26	2921231	yes	25	KK023120:KK023144	no	2746		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDJF01	BCT	PRJNA224388	SAMN02383677	STAPHYLOCOCCUS AUREUS T34696	39	2899077	yes	38	KK023261:KK023298	no	2715		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDJP01	BCT	PRJNA224399	SAMN02383688	STAPHYLOCOCCUS AUREUS H84507	25	2855644	yes	23	KK023650:KK023672	no	2662		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDHW01	BCT	PRJNA224346	SAMN02383636	STAPHYLOCOCCUS AUREUS M13403	32	2819943	yes	31	KK021897:KK021927	no	2631		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDIQ01	BCT	PRJNA224370	SAMN02383660	STAPHYLOCOCCUS AUREUS T66282	22	2870135	yes	21	KK022800:KK022820	no	2674		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDGL01	BCT	PRJNA224455	SAMN02383744	STAPHYLOCOCCUS AUREUS T74602	31	2885747	yes	0		no	2695		2014-02-05 00:00:00	2014-02-05 00:00:00	1
JDGQ01	BCT	PRJNA224528	SAMN02383817	STAPHYLOCOCCUS AUREUS M44988	22	2855169	yes	0		no	2655		2014-02-05 00:00:00	2014-02-05 00:00:00	1
JDPF01	BCT	PRJNA224618	SAMN02384083	STAPHYLOCOCCUS AUREUS H61003	51	2767798	yes	48	KK030076:KK030123	no	2574		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDPI01	BCT	PRJNA224621	SAMN02384086	STAPHYLOCOCCUS AUREUS H67656	80	2901212	yes	73	KK030208:KK030280	no	2738		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDPN01	BCT	PRJNA224626	SAMN02384091	STAPHYLOCOCCUS AUREUS H77094	27	2927164	yes	26	KK030487:KK030512	no	2758		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDNS01	BCT	PRJNA224525	SAMN02383814	STAPHYLOCOCCUS AUREUS W56246	63	2766868	yes	59	KK028519:KK028577	no	2586		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDMF01	BCT	PRJNA224476	SAMN02383765	STAPHYLOCOCCUS AUREUS T84594	56	2808401	yes	50	KK026826:KK026875	no	2634		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDMK01	BCT	PRJNA224481	SAMN02383770	STAPHYLOCOCCUS AUREUS H45760	60	2830495	yes	55	KK027083:KK027137	no	2656		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDMO01	BCT	PRJNA224485	SAMN02383774	STAPHYLOCOCCUS AUREUS T87526	6	2866349	yes	1	KK027252:KK027252	no	2651		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDMT01	BCT	PRJNA224491	SAMN02383780	STAPHYLOCOCCUS AUREUS T87965	42	2720248	yes	40	KK027397:KK027436	no	2520		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDVS01	BCT	PRJNA237684	SAMN02639406	HELICOBACTER PYLORI WLS-5-7	255	1634324	no	0		no	0		2014-03-17 00:00:00	2014-03-17 00:00:00	1
JDSV01	BCT	PRJNA234343	SAMN02582433	ACINETOBACTER BAUMANNII LY1	271	3851577	no	0		no	0		2014-08-21 00:00:00	2014-07-08 00:00:00	1
JDTE01	BCT	PRJNA76211	SAMN00991860	VIBRIO CHOLERAE O1 STR. PCS-022	122	4060069	yes	106	KK037908:KK038013	no	3745		2014-08-04 00:00:00	2014-02-14 00:00:00	1
JDTR01	BCT	PRJNA237576	SAMN02442009	BIFIDOBACTERIUM TSURUMIENSE DSM 17777	45	2157688	no	0		no	0		2015-02-19 00:00:00	2014-11-04 00:00:00	1
JDQZ01	BCT	PRJNA224666	SAMN02384131	STAPHYLOCOCCUS AUREUS W16001	57	2831419	yes	53	KK032094:KK032146	no	2669		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDRJ01	BCT	PRJNA224676	SAMN02384141	STAPHYLOCOCCUS AUREUS W55451	79	2835678	yes	73	KK032663:KK032735	no	2672		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDQA01	BCT	PRJNA224641	SAMN02384106	STAPHYLOCOCCUS AUREUS T26751	7	2875635	yes	2	KK031045:KK031046	no	2663		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDQN01	BCT	PRJNA224654	SAMN02384119	STAPHYLOCOCCUS AUREUS T72889	51	2829155	yes	48	KK031571:KK031618	no	2649		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDOX01	BCT	PRJNA224608	SAMN02384074	STAPHYLOCOCCUS AUREUS H31290	6	2871031	yes	2	KK029756:KK029757	no	2655		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JEBC01	BCT	PRJNA225182	SAMN02385504	STAPHYLOCOCCUS AUREUS M77210	23	2909603	yes	22	KK038937:KK038958	no	2732		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JDYU01	BCT	PRJNA225165	SAMN02385487	STAPHYLOCOCCUS AUREUS H81809	13	2914125	yes	0		no	2711		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JDYX01	BCT	PRJNA225146	SAMN02385468	STAPHYLOCOCCUS AUREUS F50076	13	2943841	yes	0		no	2757		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JDZR01	BCT	PRJNA225041	SAMN02385365	STAPHYLOCOCCUS AUREUS F20105	11	2940735	yes	0		no	2755		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JDYA01	BCT	PRJNA223837	SAMN02381578	STAPHYLOCOCCUS AUREUS LPIH6004	9	2904204	yes	6	KK047870:KK047875	no	2702		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JDWA01	BCT	PRJNA238043	SAMN02640656	KLEBSIELLA VARIICOLA	208	5543565	yes	0		no	5003		2014-08-25 00:00:00	2014-08-21 00:00:00	1
JDWU01	BCT	PRJNA236524	SAMN02640644	ESCHERICHIA COLI 4541-1	163	4974350	no	0		no	0		2014-07-30 00:00:00	2014-06-09 00:00:00	1
JDUD01	BCT	PRJNA237576	SAMN02442021	BIFIDOBACTERIUM BREVE DSM 20213 = JCM 1192	29	2257131	no	0		no	0		2015-02-19 00:00:00	2014-11-04 00:00:00	1
JDVM01	BCT	PRJNA237698	SAMN02639412	HELICOBACTER PYLORI WLS-5-14	67	1567825	no	0		no	0		2014-03-17 00:00:00	2014-03-17 00:00:00	1
JEEN01	BCT	PRJNA225054	SAMN02385378	STAPHYLOCOCCUS AUREUS F77919	39	2853510	yes	32	KK041849:KK041880	no	2648		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JEEZ01	BCT	PRJNA225038	SAMN02385362	STAPHYLOCOCCUS AUREUS F13027	56	2925414	yes	52	KK042288:KK042339	no	2756		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JEDM01	BCT	PRJNA225086	SAMN02385410	STAPHYLOCOCCUS AUREUS M46077	19	2885174	yes	18	KK040934:KK040951	no	2674		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JECE01	BCT	PRJNA225129	SAMN02385451	STAPHYLOCOCCUS AUREUS W81816	11	2934939	yes	9	KK039929:KK039937	no	2747		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JECJ01	BCT	PRJNA225123	SAMN02385445	STAPHYLOCOCCUS AUREUS W64958	23	2943342	yes	21	KK040106:KK040126	no	2767		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JDLJ01	BCT	PRJNA224451	SAMN02383740	STAPHYLOCOCCUS AUREUS H33602	28	2914550	yes	25	KK025764:KK025788	no	2734		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JDLW01	BCT	PRJNA224465	SAMN02383754	STAPHYLOCOCCUS AUREUS F76996	43	2939421	yes	40	KK026393:KK026432	no	2779		2014-02-06 00:00:00	2014-02-05 00:00:00	1
JEAM01	BCT	PRJNA225200	SAMN02385522	STAPHYLOCOCCUS AUREUS T51001	18	2849575	yes	16	KK038463:KK038478	no	2641		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JEKT01	BCT	PRJNA220008	SAMN02360815	STAPHYLOCOCCUS AUREUS M1146	55	2880797	yes	54	KK068644:KK068697	no	2687		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEIL01	BCT	PRJNA220091	SAMN02360898	STAPHYLOCOCCUS AUREUS M1245	50	2857226	yes	49	KK065575:KK065623	no	2683		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEIX01	BCT	PRJNA220078	SAMN02360885	STAPHYLOCOCCUS AUREUS M1231	67	2886080	yes	65	KK066184:KK066248	no	2740		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEJB01	BCT	PRJNA220073	SAMN02360880	STAPHYLOCOCCUS AUREUS M1222	41	2867617	yes	36	KK066409:KK066444	no	2672		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEJM01	BCT	PRJNA220061	SAMN02360868	STAPHYLOCOCCUS AUREUS M1206	34	2927370	yes	33	KK066889:KK066921	no	2752		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEID01	BCT	PRJNA220101	SAMN02360908	STAPHYLOCOCCUS AUREUS M1260	60	2799611	yes	55	KK065262:KK065316	no	2654		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEFK01	BCT	PRJNA220060	SAMN02360867	STAPHYLOCOCCUS AUREUS M1205	51	2860620	yes	0		no	2679		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEFW01	BCT	PRJNA219988	SAMN02360795	STAPHYLOCOCCUS AUREUS M1123	62	2906379	yes	0		no	2741		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEPJ01	BCT	PRJNA225161	SAMN02385483	STAPHYLOCOCCUS AUREUS H19476	22	2924910	yes	13	KK070397:KK070409	no	2732		2014-02-25 00:00:00	2014-02-24 00:00:00	1
JENE03	BCT	PRJNA237735	SAMN02640261	ESCHERICHIA COLI	15	4592228	yes	0		no	4094		2014-10-22 00:00:00	2014-08-06 00:00:00	1
JENO01	BCT	PRJNA233472	SAMN02593753	CLOSTRIDIUM BOTULINUM C/D STR. IT1	77	2499706	yes	0		no	2265		2014-10-22 00:00:00	2014-06-20 00:00:00	1
JENP01	BCT	PRJNA233471	SAMN02593752	CLOSTRIDIUM BOTULINUM C/D STR. BKT12695	89	2754780	yes	0		no	2457		2014-10-22 00:00:00	2014-06-20 00:00:00	1
JENY01	BCT	PRJNA238382	SAMN02643445	AQUAMICROBIUM DEFLUVII	65	4774372	yes	59	KK073877:KK073935	no	4456		2014-03-05 00:00:00	2014-03-05 00:00:00	1
JEMU01	BCT	PRJNA238000	SAMN02641242	SULFITOBACTER MEDITERRANEUS	55	3861701	yes	0		no	3649		2014-05-30 00:00:00	2014-04-23 00:00:00	1
JEJT01	BCT	PRJNA220050	SAMN02360857	STAPHYLOCOCCUS AUREUS M1192	43	2856353	yes	39	KK067171:KK067209	no	2683		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEJV01	BCT	PRJNA220046	SAMN02360853	STAPHYLOCOCCUS AUREUS M1187	86	2886461	yes	85	KK067263:KK067347	no	2738		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEJY01	BCT	PRJNA220040	SAMN02360847	STAPHYLOCOCCUS AUREUS M1181	47	2867208	yes	44	KK067476:KK067519	no	2688		2014-02-19 00:00:00	2014-02-19 00:00:00	1
JEBT01	BCT	PRJNA225155	SAMN02385477	STAPHYLOCOCCUS AUREUS F57033	51	2847496	yes	46	KK039465:KK039510	no	2679		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JEBW01	BCT	PRJNA225142	SAMN02385464	STAPHYLOCOCCUS AUREUS F43252	53	2793603	yes	49	KK039585:KK039633	no	2606		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JECA01	BCT	PRJNA225138	SAMN02385460	STAPHYLOCOCCUS AUREUS F36699	12	2902341	yes	11	KK039784:KK039794	no	2695		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JESK01	BCT	PRJNA226900	SAMN02398840	STAPHYLOCOCCUS AUREUS F89053	26	2938629	yes	22	KK072717:KK072738	no	2753		2014-02-25 00:00:00	2014-02-24 00:00:00	1
JESW01	BCT	PRJNA226924	SAMN02398862	STAPHYLOCOCCUS AUREUS H65794	28	2919055	yes	26	KK073033:KK073058	no	2724		2014-02-25 00:00:00	2014-02-24 00:00:00	1
JERJ01	BCT	PRJNA226855	SAMN02398796	STAPHYLOCOCCUS AUREUS M42496	57	2932844	yes	56	KK071851:KK071906	no	2783		2014-02-25 00:00:00	2014-02-24 00:00:00	1
JEQO01	BCT	PRJNA226823	SAMN02398764	STAPHYLOCOCCUS AUREUS M35938	40	2834022	yes	39	KK071145:KK071183	no	2648		2014-02-25 00:00:00	2014-02-24 00:00:00	1
JEQR01	BCT	PRJNA226829	SAMN02398770	STAPHYLOCOCCUS AUREUS W62972	16	2929550	yes	15	KK071283:KK071297	no	2753		2014-02-25 00:00:00	2014-02-24 00:00:00	1
JFAF01	BCT	PRJNA238404	SAMN02644972	PEPTOCLOSTRIDIUM DIFFICILE	114	4268322	yes	102	KK213898:KK213999	no	3815		2014-04-16 00:00:00	2014-04-16 00:00:00	1
JEWE01	BCT	PRJNA194685	SAMN02380501	ACINETOBACTER BAUMANNII 1289694	141	4189636	yes	0		no	4101		2014-02-25 00:00:00	2014-02-25 00:00:00	1
JEWJ01	BCT	PRJNA194690	SAMN02380506	ACINETOBACTER BAUMANNII 1397084	311	3916511	yes	0		no	3971		2014-02-25 00:00:00	2014-02-25 00:00:00	1
JEXE01	BCT	PRJNA194686	SAMN02380527	ACINETOBACTER BAUMANNII 647609	166	4029503	yes	0		no	3961		2014-02-25 00:00:00	2014-02-25 00:00:00	1
JEUU01	BCT	PRJNA226863	SAMN02398804	STAPHYLOCOCCUS AUREUS W70659	18	2913858	yes	0		no	2734		2014-02-24 00:00:00	2014-02-24 00:00:00	1
JEVM01	BCT	PRJNA226946	SAMN02398884	STAPHYLOCOCCUS AUREUS T18851	20	2911673	yes	0		no	2710		2014-02-24 00:00:00	2014-02-24 00:00:00	1
JEVN01	BCT	PRJNA226947	SAMN02398885	STAPHYLOCOCCUS AUREUS T18865	21	2938189	yes	0		no	2765		2014-02-24 00:00:00	2014-02-24 00:00:00	1
JETF01	BCT	PRJNA226938	SAMN02398876	STAPHYLOCOCCUS AUREUS M59257	22	2846407	yes	20	KK073246:KK073265	no	2624		2014-02-25 00:00:00	2014-02-24 00:00:00	1
JEBP01	BCT	PRJNA225159	SAMN02385481	STAPHYLOCOCCUS AUREUS H12930	9	2829919	yes	8	KK039326:KK039333	no	2614		2014-02-14 00:00:00	2014-02-14 00:00:00	1
JFET01	BCT	PRJNA194816	SAMN02404534	ACINETOBACTER BAUMANNII 457946	91	4194945	yes	0		no	4091		2014-03-03 00:00:00	2014-03-03 00:00:00	1
JFEY01	BCT	PRJNA194811	SAMN02404541	ACINETOBACTER BAUMANNII 737393	110	4128067	yes	0		no	4034		2014-03-03 00:00:00	2014-03-03 00:00:00	1
JFCS01	BCT	PRJNA194888	SAMN02567743	ACINETOBACTER BAUMANNII 1552389	80	4028556	yes	0		no	3924		2014-02-28 00:00:00	2014-02-28 00:00:00	1
JFDJ01	BCT	PRJNA194931	SAMN02567744	ACINETOBACTER BAUMANNII 24812_10	203	3962490	yes	0		no	3966		2014-02-28 00:00:00	2014-02-28 00:00:00	1
JFDN01	PLN	PRJNA239196	SAMN02650300	UMBILICARIA MUEHLENBERGII	297	34592448	no	7	KK106981:KK106987	no	0		2014-04-29 00:00:00	2014-03-31 00:00:00	1
JFDO01	BCT	PRJNA164757	SAMN02927604	MYCOPLASMA CAPRICOLUM SUBSP. CAPRICOLUM 14232	49	1032226	yes	0		no	797		2014-07-21 00:00:00	2014-07-21 00:00:00	1
JFAZ01	BCT	PRJNA236643	SAMN02644626	NEISSERIA GONORRHOEAE	120	2151002	yes	0		no	2209		2014-05-30 00:00:00	2014-05-22 00:00:00	1
JFBS01	BCT	PRJNA64555	SAMN02849400	PREVOTELLA ORYZAE DSM 17970	2	3287891	yes	1	KK073873:KK073873	no	244		2014-06-10 00:00:00	2014-03-03 00:00:00	1
JFBV01	BCT	PRJNA195881	SAMN02849403	CLOSTRIDIUM SP. ASBS410	1	5723672	yes	0		no	5214		2014-06-10 00:00:00	2014-03-03 00:00:00	1
JEXX01	BCT	PRJNA194753	SAMN02385030	ACINETOBACTER BAUMANNII 766875	66	4020363	yes	0		no	3815		2014-02-25 00:00:00	2014-02-25 00:00:00	1
JEYP01	BCT	PRJNA194779	SAMN02385049	ACINETOBACTER BAUMANNII 1417041	55	3700686	yes	0		no	3458		2014-02-25 00:00:00	2014-02-25 00:00:00	1
JFMO01	BCT	PRJNA239872	SAMN02671361	PROCHLOROCOCCUS SP. SCB243_498C16	281	1477228	no	0		no	0		2014-04-28 00:00:00	2014-04-22 00:00:00	1
JFLE01	BCT	PRJNA239833	SAMN02671325	PROCHLOROCOCCUS SP. SCB241_528J8	166	1577546	no	0		no	0		2014-04-28 00:00:00	2014-04-22 00:00:00	1
JFJE01	BCT	PRJNA229402	SAMN02641372	STREPTOCOCCUS PNEUMONIAE	88	2121720	no	0		no	0		2014-10-02 00:00:00	2014-10-02 00:00:00	1
JFJH01	BCT	PRJNA229402	SAMN02641388	STREPTOCOCCUS PNEUMONIAE	89	2016155	no	0		no	0		2014-10-02 00:00:00	2014-10-02 00:00:00	1
JFHQ01	BCT	PRJNA239704	SAMN02666821	BURKHOLDERIA MULTIVORANS	26	6465997	yes	0		no	5639		2015-02-24 00:00:00	2014-12-26 00:00:00	1
JFHR01	BCT	PRJNA239212	SAMN02670753	SPHINGOBIUM CHLOROPHENOLICUM	129	4796122	yes	0		no	4481		2014-07-07 00:00:00	2014-07-07 00:00:00	1
JFFZ01	BCT	PRJNA239370	SAMN02664957	CLOSTRIDIUM BOTULINUM	684	3893295	no	0		no	0		2014-07-18 00:00:00	2014-07-18 00:00:00	1
JFGC01	BCT	PRJNA239370	SAMN02664954	CLOSTRIDIUM BOTULINUM	1093	3444700	no	0		no	0		2014-07-18 00:00:00	2014-07-18 00:00:00	1
JFGO01	BCT	PRJNA222537	SAMN02370997	SINORHIZOBIUM AMERICANUM CCGM7	99	6807150	yes	0		no	6625		2014-06-12 00:00:00	2014-06-12 00:00:00	1
JFHE01	BCT	PRJNA238424	SAMN02671719	BURKHOLDERIA GRIMMIAE	160	6704301	yes	0		no	5938		2014-09-10 00:00:00	2014-06-05 00:00:00	1
JFPW01	BCT	PRJNA228443	SAMN02403903	STAPHYLOCOCCUS AUREUS DAR5821	77	2879187	yes	0		no	2719		2014-03-11 00:00:00	2014-03-11 00:00:00	1
JFQE01	BCT	PRJNA228435	SAMN02403895	STAPHYLOCOCCUS AUREUS DAR5829	73	2889993	yes	0		no	2736		2014-03-11 00:00:00	2014-03-11 00:00:00	1
JFOC01	BCT	PRJNA239873	SAMN02671401	PROCHLOROCOCCUS SP. SCB245A_521N5	425	830606	no	0		no	0		2014-04-28 00:00:00	2014-04-22 00:00:00	1
JFNL01	BCT	PRJNA239873	SAMN02671384	PROCHLOROCOCCUS SP. SCB245A_519E23	409	1218085	no	0		no	0		2014-04-28 00:00:00	2014-04-22 00:00:00	1
JFNS01	BCT	PRJNA239873	SAMN02671391	PROCHLOROCOCCUS SP. SCB245A_520E22	338	1136820	no	0		no	0		2014-04-28 00:00:00	2014-04-22 00:00:00	1
JFLQ01	BCT	PRJNA239833	SAMN02671337	PROCHLOROCOCCUS SP. SCB241_529J15	180	1601052	no	0		no	0		2014-04-28 00:00:00	2014-04-22 00:00:00	1
JFMF01	BCT	PRJNA239872	SAMN02671352	PROCHLOROCOCCUS SP. SCB243_496M6	490	977410	no	0		no	0		2014-04-28 00:00:00	2014-04-22 00:00:00	1
JFMK01	BCT	PRJNA239872	SAMN02671357	PROCHLOROCOCCUS SP. SCB243_497N18	159	675744	no	0		no	0		2014-04-28 00:00:00	2014-04-22 00:00:00	1
JFWL01	BCT	PRJNA194934	SAMN02570312	ACINETOBACTER BAUMANNII 24845_3	90	4077994	yes	0		no	3995		2014-03-11 00:00:00	2014-03-11 00:00:00	1
JFTR01	BCT	PRJNA227852	SAMN02403162	STAPHYLOCOCCUS AUREUS M70017	17	2863120	yes	14	KK075454:KK075467	no	2663		2014-03-11 00:00:00	2014-03-11 00:00:00	1
JFTS01	BCT	PRJNA227851	SAMN02403161	STAPHYLOCOCCUS AUREUS M67938	22	2880263	yes	21	KK075468:KK075488	no	2686		2014-03-11 00:00:00	2014-03-11 00:00:00	1
JFUF01	BCT	PRJNA227829	SAMN02403139	STAPHYLOCOCCUS AUREUS H31086	21	2864351	yes	20	KK075889:KK075908	no	2669		2014-03-11 00:00:00	2014-03-11 00:00:00	1
JFSI01	BCT	PRJNA227841	SAMN02403151	STAPHYLOCOCCUS AUREUS H72152	14	2931132	yes	0		no	2753		2014-03-11 00:00:00	2014-03-11 00:00:00	1
JFSV01	BCT	PRJNA227885	SAMN02403195	STAPHYLOCOCCUS AUREUS W19270	37	2868807	yes	31	KK074729:KK074759	no	2682		2014-03-11 00:00:00	2014-03-11 00:00:00	1
JFTF01	BCT	PRJNA227872	SAMN02403182	STAPHYLOCOCCUS AUREUS T55959	44	2860840	yes	41	KK075119:KK075159	no	2692		2014-03-11 00:00:00	2014-03-11 00:00:00	1
JFQQ01	BCT	PRJNA228423	SAMN02403883	STAPHYLOCOCCUS AUREUS DAR5841	66	2897101	yes	0		no	2739		2014-03-11 00:00:00	2014-03-11 00:00:00	1
JGFO01	BCT	PRJNA227508	SAMN02402385	STAPHYLOCOCCUS AUREUS W31983	109	2721495	yes	0		no	2543		2014-03-27 00:00:00	2014-03-27 00:00:00	1
JGAG01	BCT	PRJNA195026	SAMN02614551	ACINETOBACTER BAUMANNII 24975_5	447	4331115	yes	0		no	4417		2014-03-18 00:00:00	2014-03-18 00:00:00	1
JGBH01	BCT	PRJNA195068	SAMN02644690	ACINETOBACTER BAUMANNII 44327_6	299	4182483	yes	0		no	4217		2014-03-18 00:00:00	2014-03-18 00:00:00	1
JGBT01	BCT	PRJNA195062	SAMN02644679	ACINETOBACTER BAUMANNII 44467_10	183	4044786	yes	0		no	4016		2014-03-18 00:00:00	2014-03-18 00:00:00	1
JGCE01	BCT	PRJNA195090	SAMN02644668	ACINETOBACTER BAUMANNII 25681_8	130	4120553	yes	0		no	4056		2014-03-18 00:00:00	2014-03-18 00:00:00	1
JFYM01	BCT	PRJNA240625	SAMN02678191	BACILLUS LICHENIFORMIS	40	4194413	no	0		no	0		2014-07-07 00:00:00	2014-05-22 00:00:00	1
JFZG01	BCT	PRJNA238509	SAMN02644835	RALSTONIA PICKETTII	38	5746538	no	0		no	0		2014-09-17 00:00:00	2014-03-28 00:00:00	1
JFZL01	BCT	PRJNA240637	SAMN02678121	HAEMOPHILUS INFLUENZAE	17	1794570	yes	0		no	1649		2014-04-22 00:00:00	2014-04-22 00:00:00	1
JFXM02	BCT	PRJNA194873	SAMN02415059	ACINETOBACTER BAUMANNII 1428368	80	4092242	yes	0		no	3937		2014-04-02 00:00:00	2014-04-02 00:00:00	1
